               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11766,            0.029582,            0.039843,          0.00092593,             0.33333,           0.0029094,           0.0014547,            0.073841,             0.02286,            0.028409,              0.0964,              0.0004,              0.0004
                   1,             0.10847,            0.031141,            0.038582,           0.0048288,             0.88889,            0.010587,            0.003062,            0.066201,            0.024947,            0.028308,            0.091898,          0.00089777,          0.00089777
                   2,            0.093304,            0.035276,            0.037896,          0.00096061,             0.33333,           0.0021398,          0.00042796,            0.059284,            0.026191,            0.028143,            0.087393,           0.0013931,           0.0013931
                   3,            0.081983,            0.035766,            0.035868,           0.0046271,             0.88889,            0.029052,           0.0049324,             0.05302,            0.028301,            0.026843,            0.082886,           0.0018859,           0.0018859
                   4,            0.079501,            0.039392,            0.034728,           0.0056776,                   1,             0.25429,            0.043536,            0.046468,            0.030524,            0.024609,            0.078376,           0.0023762,           0.0023762
                   5,            0.072665,            0.040349,            0.033297,           0.0056781,                   1,             0.14168,            0.049675,            0.041913,            0.031498,            0.023236,            0.073864,           0.0028641,           0.0028641
                   6,            0.067884,            0.044597,            0.032878,             0.51492,             0.55556,              0.3774,              0.1301,            0.036397,             0.03174,            0.022046,             0.06935,           0.0033495,           0.0033495
                   7,            0.062272,            0.038037,            0.030152,              0.7996,             0.33333,             0.46003,             0.22689,            0.036934,            0.031076,            0.020764,            0.064832,           0.0038324,           0.0038324
                   8,            0.062397,            0.035753,            0.028958,             0.39888,              0.4448,             0.17074,            0.040618,            0.046735,            0.032465,             0.01946,            0.060313,           0.0043129,           0.0043129
                   9,            0.065249,            0.031606,             0.02774,             0.74662,             0.55556,             0.64342,             0.18099,            0.039964,             0.03524,            0.018677,            0.055791,           0.0047909,           0.0047909
                  10,            0.062236,            0.032111,            0.027168,             0.74094,             0.55556,             0.42692,             0.10949,            0.050318,            0.030797,            0.017184,            0.051266,           0.0052663,           0.0052663
                  11,            0.065326,            0.030371,            0.024236,             0.55112,             0.55556,             0.32925,             0.13641,            0.048153,            0.026426,            0.015179,            0.046739,           0.0057394,           0.0057394
                  12,            0.065749,            0.029263,            0.024165,             0.52955,             0.22222,             0.37628,             0.13547,            0.050308,            0.022118,            0.014708,             0.04221,           0.0062099,           0.0062099
                  13,            0.065895,              0.0304,            0.022772,             0.49645,             0.66667,             0.46802,             0.23937,              0.0459,            0.019924,            0.013211,            0.037678,            0.006678,            0.006678
                  14,            0.065301,            0.027795,            0.021181,             0.66752,             0.55556,             0.55306,             0.18319,            0.044138,            0.016771,            0.011865,            0.033144,           0.0071436,           0.0071436
                  15,            0.063963,            0.024124,            0.019009,             0.33187,             0.69732,             0.82917,             0.28997,            0.044311,            0.016596,            0.011179,            0.028607,           0.0076067,           0.0076067
                  16,            0.056022,            0.026655,            0.019019,             0.21376,             0.84192,               0.379,              0.1832,            0.057689,            0.013813,            0.010162,            0.024067,           0.0080674,           0.0080674
                  17,            0.066416,             0.02367,            0.017882,             0.55962,             0.55556,             0.35191,               0.129,            0.053149,            0.014875,            0.010105,            0.019526,           0.0085255,           0.0085255
                  18,            0.062188,            0.025627,            0.017986,             0.36528,                   1,             0.86233,             0.29455,            0.040311,            0.015222,            0.010007,            0.014981,           0.0089812,           0.0089812
                  19,            0.053187,            0.023762,            0.016555,             0.42524,                   1,             0.82917,             0.29609,            0.052432,            0.013716,           0.0085693,            0.010434,           0.0094345,           0.0094345
                  20,            0.063941,            0.020873,            0.014962,             0.61025,                   1,               0.995,             0.28708,            0.052582,            0.013311,           0.0074959,            0.009505,            0.009505,            0.009505
                  21,            0.063664,            0.021998,            0.015099,             0.42878,             0.99368,               0.951,             0.34065,            0.041782,            0.014098,           0.0066834,            0.009505,            0.009505,            0.009505
                  22,             0.06261,            0.022705,            0.015218,              0.3354,             0.88889,             0.70083,             0.20399,            0.048836,            0.014295,           0.0057541,           0.0094803,           0.0094803,           0.0094803
                  23,            0.060319,            0.020899,            0.013005,             0.67851,             0.66667,             0.53444,              0.1273,            0.052938,            0.018971,           0.0061672,           0.0094555,           0.0094555,           0.0094555
                  24,            0.066712,            0.022012,             0.01213,             0.53207,             0.88889,             0.93214,             0.47027,            0.042644,            0.014856,           0.0059223,           0.0094307,           0.0094307,           0.0094307
                  25,            0.060647,            0.020231,             0.01135,              0.4032,             0.88889,             0.82917,             0.52333,            0.037142,            0.014088,           0.0055447,            0.009406,            0.009406,            0.009406
                  26,            0.060845,            0.020166,            0.012452,             0.47942,             0.88889,             0.78517,             0.33861,            0.040733,            0.014408,           0.0062016,           0.0093813,           0.0093813,           0.0093813
                  27,            0.052646,            0.022985,            0.011064,             0.44994,                   1,             0.82917,             0.46476,            0.036323,            0.017588,           0.0046566,           0.0093565,           0.0093565,           0.0093565
                  28,            0.059945,            0.020516,           0.0094958,             0.57355,             0.96265,               0.995,              0.4756,            0.037492,             0.01528,           0.0044277,           0.0093317,           0.0093317,           0.0093317
                  29,            0.055386,            0.020712,            0.011116,             0.32513,                   1,             0.60806,             0.34767,             0.04179,             0.01847,           0.0035866,            0.009307,            0.009307,            0.009307
                  30,            0.049664,            0.020326,            0.010597,             0.48118,                   1,             0.82917,             0.31018,            0.032123,            0.015608,           0.0042206,           0.0092823,           0.0092823,           0.0092823
                  31,            0.043255,            0.022169,            0.010117,             0.39648,             0.95651,              0.7375,             0.31441,            0.045168,            0.019319,           0.0034332,           0.0092575,           0.0092575,           0.0092575
                  32,            0.057886,            0.019183,           0.0099179,             0.53512,                   1,              0.9675,             0.46648,            0.029232,            0.017437,            0.003051,           0.0092327,           0.0092327,           0.0092327
                  33,            0.046636,             0.02036,            0.010413,             0.49743,                   1,               0.995,             0.58189,            0.034797,            0.018163,           0.0028175,            0.009208,            0.009208,            0.009208
                  34,             0.04791,            0.018127,           0.0092425,             0.75433,                   1,             0.82917,             0.39866,            0.032943,            0.017028,           0.0027231,           0.0091833,           0.0091833,           0.0091833
                  35,            0.040941,            0.019009,           0.0081133,             0.50473,                   1,               0.995,             0.63065,            0.038981,            0.020007,           0.0025681,           0.0091585,           0.0091585,           0.0091585
                  36,            0.048625,            0.018682,           0.0091269,             0.56897,             0.88889,             0.93214,             0.44663,            0.037566,            0.019142,           0.0026917,           0.0091337,           0.0091337,           0.0091337
                  37,            0.045174,            0.018015,           0.0096439,             0.55707,                   1,                0.94,             0.51391,            0.030335,            0.016227,           0.0031065,            0.009109,            0.009109,            0.009109
                  38,            0.042878,            0.017268,           0.0095805,             0.69633,             0.77778,                0.94,             0.38439,            0.029067,            0.018224,           0.0035362,           0.0090843,           0.0090843,           0.0090843
                  39,            0.035436,            0.017953,           0.0085196,             0.48493,                   1,             0.87711,             0.53483,            0.032035,            0.016354,            0.002944,           0.0090595,           0.0090595,           0.0090595
                  40,             0.04997,            0.016475,           0.0093099,             0.63598,                   1,               0.995,             0.59274,            0.029944,            0.015278,           0.0030132,           0.0090347,           0.0090347,           0.0090347
                  41,            0.042362,            0.018152,           0.0087529,              0.5712,                   1,                0.94,             0.43537,            0.031056,            0.017146,           0.0027992,             0.00901,             0.00901,             0.00901
                  42,            0.043728,            0.017755,           0.0081366,             0.73605,                   1,               0.995,              0.5422,            0.027655,            0.016942,           0.0030544,           0.0089853,           0.0089853,           0.0089853
                  43,            0.037994,            0.017514,           0.0096303,             0.67976,                   1,               0.995,             0.64541,            0.030535,            0.019261,           0.0030704,           0.0089605,           0.0089605,           0.0089605
                  44,            0.042489,            0.015953,           0.0072667,              0.6852,                   1,                0.94,             0.49744,            0.027689,            0.017094,           0.0025938,           0.0089358,           0.0089358,           0.0089358
                  45,             0.03938,            0.018165,            0.009321,              0.8356,                   1,                0.94,             0.69207,            0.021719,            0.015073,           0.0026361,            0.008911,            0.008911,            0.008911
                  46,            0.037517,            0.017163,           0.0081807,             0.87165,                   1,               0.995,             0.71174,            0.022328,            0.015827,            0.002968,           0.0088863,           0.0088863,           0.0088863
                  47,            0.033342,             0.01697,           0.0064889,             0.55082,                   1,             0.91208,             0.41224,            0.038065,            0.018302,           0.0027071,           0.0088615,           0.0088615,           0.0088615
                  48,            0.048906,            0.016501,           0.0077291,             0.63211,                   1,                0.94,             0.41501,            0.028106,            0.015909,           0.0029463,           0.0088368,           0.0088368,           0.0088368
                  49,            0.043216,            0.015149,           0.0070277,             0.72058,                   1,               0.995,             0.41093,            0.027072,            0.015511,           0.0031609,            0.008812,            0.008812,            0.008812
                  50,            0.040335,            0.015583,           0.0080978,             0.82796,                   1,               0.995,             0.58615,            0.024007,            0.013441,           0.0029114,           0.0087872,           0.0087872,           0.0087872
                  51,            0.035918,            0.017477,           0.0063637,             0.58124,                   1,               0.995,             0.48986,            0.037087,            0.015518,           0.0029303,           0.0087625,           0.0087625,           0.0087625
                  52,            0.043787,            0.015938,           0.0063814,             0.76196,                   1,               0.995,             0.60318,            0.022502,            0.015049,           0.0029308,           0.0087378,           0.0087378,           0.0087378
                  53,            0.038171,             0.01616,           0.0065865,             0.86343,                   1,               0.995,             0.52704,            0.027031,            0.016298,            0.002766,            0.008713,            0.008713,            0.008713
                  54,            0.035895,            0.015291,           0.0076163,             0.86342,             0.99931,               0.995,             0.60886,            0.022426,            0.016012,           0.0025011,           0.0086882,           0.0086882,           0.0086882
                  55,            0.031317,            0.016547,           0.0073165,             0.75377,                   1,               0.995,              0.4598,            0.030317,             0.01656,           0.0021652,           0.0086635,           0.0086635,           0.0086635
                  56,            0.044964,            0.015914,           0.0069349,             0.87235,                   1,               0.995,             0.59803,            0.023103,            0.015213,           0.0020519,           0.0086388,           0.0086388,           0.0086388
                  57,            0.034756,            0.016744,           0.0062221,             0.83295,                   1,               0.995,              0.5836,            0.027982,            0.016983,           0.0018519,            0.008614,            0.008614,            0.008614
                  58,            0.041109,            0.017606,           0.0056827,             0.93931,                   1,               0.995,             0.58993,            0.030356,            0.016476,           0.0016193,           0.0085893,           0.0085893,           0.0085893
                  59,            0.036349,            0.014952,           0.0067763,             0.81278,                   1,               0.995,             0.43043,            0.032351,             0.01605,            0.001775,           0.0085645,           0.0085645,           0.0085645
                  60,            0.041014,            0.014853,           0.0063969,              0.8086,                   1,               0.995,             0.54803,            0.025345,            0.015432,           0.0017389,           0.0085398,           0.0085398,           0.0085398
                  61,            0.033001,            0.016109,           0.0056646,             0.93652,             0.96932,               0.995,             0.43133,            0.029748,            0.014462,           0.0021132,            0.008515,            0.008515,            0.008515
                  62,            0.033566,            0.015031,           0.0069353,             0.92904,             0.96917,               0.995,             0.66379,            0.023802,            0.013229,           0.0025251,           0.0084903,           0.0084903,           0.0084903
                  63,             0.03293,            0.013109,           0.0062151,             0.78194,                   1,             0.82917,             0.48526,            0.026137,            0.014695,           0.0022865,           0.0084655,           0.0084655,           0.0084655
                  64,            0.039987,            0.014421,           0.0064583,             0.77455,                   1,               0.995,             0.58477,            0.021564,            0.014532,           0.0021177,           0.0084408,           0.0084408,           0.0084408
                  65,            0.033576,            0.014748,           0.0051861,             0.76832,                   1,               0.995,             0.55744,            0.024043,            0.014077,           0.0026579,            0.008416,            0.008416,            0.008416
                  66,            0.033688,             0.01444,           0.0051948,              0.9238,                   1,               0.995,             0.70811,             0.02088,            0.014428,            0.002235,           0.0083913,           0.0083913,           0.0083913
                  67,            0.032866,            0.015322,           0.0055958,             0.66767,                   1,               0.995,             0.52966,             0.02725,            0.016127,           0.0019455,           0.0083665,           0.0083665,           0.0083665
                  68,            0.033759,             0.01437,           0.0049272,              0.9173,                   1,               0.995,             0.55721,            0.021172,            0.016066,           0.0023083,           0.0083418,           0.0083418,           0.0083418
                  69,            0.033528,            0.013837,           0.0071327,             0.78745,                   1,               0.995,             0.69558,             0.02129,            0.014756,           0.0023134,            0.008317,            0.008317,            0.008317
                  70,            0.028643,            0.015071,           0.0067832,             0.93097,                   1,               0.995,             0.67731,            0.022707,            0.014844,            0.002492,           0.0082922,           0.0082922,           0.0082922
                  71,            0.026111,            0.014259,           0.0077126,             0.95337,                   1,               0.995,             0.52431,            0.022717,            0.015574,           0.0023649,           0.0082675,           0.0082675,           0.0082675
                  72,            0.031349,            0.013273,           0.0042962,              0.9245,                   1,               0.995,             0.62728,            0.022382,            0.017139,           0.0026979,           0.0082428,           0.0082428,           0.0082428
                  73,            0.031574,            0.014329,           0.0052527,             0.86114,                   1,               0.995,             0.66673,            0.022004,            0.017713,           0.0033348,            0.008218,            0.008218,            0.008218
                  74,            0.028914,            0.014505,           0.0057526,             0.93131,                   1,               0.995,             0.66755,            0.018788,            0.017604,           0.0034916,           0.0081932,           0.0081932,           0.0081932
                  75,             0.02598,            0.013604,           0.0055745,             0.80326,                   1,               0.995,             0.51108,            0.030679,            0.018224,           0.0035534,           0.0081685,           0.0081685,           0.0081685
                  76,            0.039673,            0.015051,           0.0073057,             0.93488,                   1,               0.995,              0.6922,            0.021857,            0.016438,           0.0029085,           0.0081437,           0.0081437,           0.0081437
                  77,            0.031875,            0.014698,           0.0054358,             0.94075,             0.99808,               0.995,             0.58813,            0.020876,            0.015906,           0.0024679,            0.008119,            0.008119,            0.008119
                  78,            0.033073,            0.014684,            0.005467,             0.92882,             0.97739,               0.995,              0.6754,            0.022108,            0.015689,           0.0020971,           0.0080942,           0.0080942,           0.0080942
                  79,            0.030539,            0.015327,           0.0041974,             0.92331,             0.93899,               0.995,             0.45852,            0.029012,            0.016135,           0.0023249,           0.0080695,           0.0080695,           0.0080695
                  80,            0.037646,            0.014396,           0.0060198,             0.88242,                   1,               0.995,             0.70908,            0.022194,            0.016123,           0.0022459,           0.0080447,           0.0080447,           0.0080447
                  81,            0.029774,            0.014589,           0.0072505,              0.8064,                   1,               0.995,             0.51037,            0.023062,            0.015621,           0.0024673,             0.00802,             0.00802,             0.00802
                  82,            0.030558,            0.013881,            0.004689,             0.79868,                   1,               0.995,             0.62021,             0.02306,            0.015497,            0.002873,           0.0079953,           0.0079953,           0.0079953
                  83,            0.028911,            0.013457,           0.0070173,             0.80283,                   1,               0.995,             0.63293,            0.024021,            0.014672,           0.0020702,           0.0079705,           0.0079705,           0.0079705
                  84,            0.031762,             0.01253,           0.0057565,              0.9646,                   1,               0.995,             0.73089,            0.020087,            0.014591,           0.0019129,           0.0079457,           0.0079457,           0.0079457
                  85,            0.030709,            0.014456,           0.0064704,             0.96484,                   1,               0.995,             0.60966,            0.023172,            0.015252,           0.0020193,            0.007921,            0.007921,            0.007921
                  86,            0.030112,            0.013509,           0.0046902,              0.9547,                   1,               0.995,             0.73247,              0.0186,             0.01442,           0.0019278,           0.0078963,           0.0078963,           0.0078963
                  87,            0.025764,            0.013564,            0.005509,             0.94301,                   1,               0.995,              0.5657,            0.024712,            0.016737,            0.001672,           0.0078715,           0.0078715,           0.0078715
                  88,            0.031745,             0.01396,           0.0051432,             0.94641,                   1,               0.995,             0.62173,            0.021934,             0.01589,           0.0017023,           0.0078467,           0.0078467,           0.0078467
                  89,              0.0296,            0.016393,           0.0055039,             0.95089,                   1,               0.995,              0.6395,            0.020477,            0.015239,           0.0017441,            0.007822,            0.007822,            0.007822
                  90,            0.028127,            0.014581,           0.0049814,             0.95293,                   1,               0.995,             0.73487,            0.019676,            0.015081,           0.0018871,           0.0077973,           0.0077973,           0.0077973
                  91,            0.025827,            0.013495,           0.0054903,              0.9415,                   1,               0.995,             0.56652,            0.021933,             0.01511,           0.0034229,           0.0077725,           0.0077725,           0.0077725
                  92,            0.033281,             0.01408,           0.0048635,             0.95237,             0.99829,               0.995,             0.68451,            0.020063,            0.014529,           0.0035316,           0.0077478,           0.0077478,           0.0077478
                  93,            0.028722,            0.013693,           0.0051076,             0.91092,             0.97489,               0.995,             0.73456,             0.01858,            0.013475,           0.0044884,            0.007723,            0.007723,            0.007723
                  94,            0.029913,            0.014099,           0.0039773,             0.95541,                   1,               0.995,             0.62443,              0.0252,            0.014553,           0.0024399,           0.0076983,           0.0076983,           0.0076983
                  95,            0.024281,             0.01334,           0.0049523,             0.96057,                   1,               0.995,             0.65276,            0.021425,            0.014536,           0.0024817,           0.0076735,           0.0076735,           0.0076735
                  96,            0.036346,            0.014873,           0.0050218,             0.93051,                   1,               0.995,             0.53674,            0.023441,            0.014916,           0.0026133,           0.0076488,           0.0076488,           0.0076488
                  97,            0.027831,            0.012363,           0.0041797,             0.94109,                   1,               0.995,             0.74399,            0.020361,            0.015096,           0.0028427,            0.007624,            0.007624,            0.007624
                  98,             0.02446,            0.011793,           0.0046257,             0.92833,                   1,               0.995,             0.72721,            0.019318,            0.015639,           0.0027575,           0.0075993,           0.0075993,           0.0075993
                  99,            0.023042,             0.01358,           0.0049417,             0.77976,                   1,               0.995,             0.61093,            0.028658,            0.015348,           0.0027678,           0.0075745,           0.0075745,           0.0075745
                 100,            0.032565,            0.013594,           0.0047254,             0.91354,                   1,               0.995,             0.77815,            0.019441,            0.014599,           0.0026722,           0.0075498,           0.0075498,           0.0075498
                 101,            0.027389,            0.012957,           0.0046189,             0.92461,                   1,               0.995,             0.49768,            0.024824,            0.015171,           0.0026018,            0.007525,            0.007525,            0.007525
                 102,            0.027652,             0.01323,           0.0044687,             0.93935,                   1,               0.995,             0.72243,            0.018487,            0.014668,           0.0025658,           0.0075003,           0.0075003,           0.0075003
                 103,            0.024424,            0.012741,           0.0053583,             0.93441,                   1,               0.995,             0.62461,            0.022936,            0.014926,           0.0024902,           0.0074755,           0.0074755,           0.0074755
                 104,            0.030481,            0.012883,            0.003637,             0.92789,                   1,               0.995,             0.74538,            0.016127,            0.013744,           0.0024822,           0.0074507,           0.0074507,           0.0074507
                 105,            0.025544,             0.01295,           0.0039614,             0.94219,                   1,               0.995,             0.60133,            0.022839,            0.014388,           0.0023489,            0.007426,            0.007426,            0.007426
                 106,            0.028836,            0.013534,           0.0051599,             0.92915,                   1,               0.995,              0.8275,            0.017053,            0.012653,           0.0024971,           0.0074013,           0.0074013,           0.0074013
                 107,            0.024967,            0.011922,           0.0048284,             0.91488,                   1,               0.995,             0.64515,            0.024248,            0.013698,           0.0029709,           0.0073765,           0.0073765,           0.0073765
                 108,            0.035021,            0.013753,           0.0047431,             0.83201,                   1,              0.9675,             0.70781,            0.017541,            0.013262,           0.0031094,           0.0073517,           0.0073517,           0.0073517
                 109,            0.027647,            0.012998,           0.0045776,             0.83801,                   1,               0.995,               0.621,            0.020852,            0.014463,           0.0029743,            0.007327,            0.007327,            0.007327
                 110,            0.024828,            0.014408,           0.0041584,             0.94314,                   1,               0.995,             0.66278,            0.018563,            0.015359,           0.0026699,           0.0073023,           0.0073023,           0.0073023
                 111,            0.021066,            0.012916,           0.0050222,             0.94985,                   1,               0.995,             0.49225,             0.02817,            0.017975,           0.0025063,           0.0072775,           0.0072775,           0.0072775
                 112,            0.032157,            0.013618,           0.0043641,             0.95097,                   1,               0.995,             0.65165,             0.02045,            0.017244,           0.0024691,           0.0072527,           0.0072527,           0.0072527
                 113,            0.028787,            0.012284,           0.0040142,             0.93912,                   1,               0.995,             0.57746,            0.024248,            0.017628,             0.00231,            0.007228,            0.007228,            0.007228
                 114,            0.023379,            0.012761,           0.0045087,             0.94178,                   1,               0.995,             0.63692,            0.020174,            0.017271,           0.0022213,           0.0072033,           0.0072033,           0.0072033
                 115,            0.021215,            0.012706,           0.0038519,             0.94895,                   1,               0.995,             0.45126,            0.025785,            0.017002,           0.0021938,           0.0071785,           0.0071785,           0.0071785
                 116,            0.033156,            0.012674,           0.0036403,             0.94816,                   1,               0.995,             0.71135,            0.020194,              0.0166,           0.0022053,           0.0071538,           0.0071538,           0.0071538
                 117,            0.024812,             0.01374,           0.0047464,             0.95539,                   1,               0.995,             0.56328,             0.02294,            0.017101,            0.002496,            0.007129,            0.007129,            0.007129
                 118,            0.022808,            0.012328,           0.0046779,             0.93464,                   1,               0.995,              0.6798,            0.019579,            0.016767,           0.0027134,           0.0071042,           0.0071042,           0.0071042
                 119,            0.023393,            0.012787,           0.0049478,             0.87933,                   1,               0.995,             0.53537,            0.025187,            0.017392,           0.0039917,           0.0070795,           0.0070795,           0.0070795
                 120,            0.032611,            0.012953,           0.0047227,             0.84914,                   1,               0.995,             0.67831,            0.018958,            0.016442,           0.0044346,           0.0070547,           0.0070547,           0.0070547
                 121,            0.025326,             0.01436,           0.0047386,             0.86672,                   1,               0.995,             0.71891,            0.021776,            0.016925,           0.0037308,             0.00703,             0.00703,             0.00703
                 122,            0.025543,            0.012648,           0.0041747,             0.86022,                   1,               0.995,             0.71758,            0.018554,            0.016783,           0.0037388,           0.0070053,           0.0070053,           0.0070053
                 123,             0.02221,            0.013525,           0.0055163,             0.89053,                   1,               0.995,             0.63597,              0.0255,            0.016646,           0.0030704,           0.0069805,           0.0069805,           0.0069805
                 124,            0.030694,            0.013545,           0.0036465,             0.88639,                   1,               0.995,             0.72721,            0.018936,            0.015806,           0.0030453,           0.0069558,           0.0069558,           0.0069558
                 125,            0.024446,             0.01343,           0.0037518,             0.87104,                   1,               0.995,             0.65443,            0.019913,            0.016693,           0.0033199,            0.006931,            0.006931,            0.006931
                 126,            0.024964,            0.013418,           0.0049204,             0.89033,                   1,               0.995,             0.68574,             0.01881,            0.016021,           0.0028805,           0.0069063,           0.0069063,           0.0069063
                 127,             0.02317,            0.012386,           0.0036948,             0.94122,                   1,               0.995,             0.58492,            0.023818,            0.016335,           0.0019724,           0.0068815,           0.0068815,           0.0068815
                 128,            0.030483,            0.012927,           0.0038513,             0.96217,                   1,               0.995,             0.72615,            0.018674,            0.015193,           0.0016528,           0.0068568,           0.0068568,           0.0068568
                 129,            0.024697,            0.012863,           0.0040403,             0.96118,                   1,               0.995,              0.7152,            0.018974,            0.014583,           0.0015163,            0.006832,            0.006832,            0.006832
                 130,            0.022885,            0.011868,           0.0041996,             0.96052,                   1,               0.995,             0.78852,            0.018988,            0.013657,           0.0013839,           0.0068073,           0.0068073,           0.0068073
                 131,            0.021834,            0.011738,           0.0039339,             0.95475,                   1,               0.995,              0.6418,            0.026177,            0.013811,           0.0013996,           0.0067825,           0.0067825,           0.0067825
                 132,            0.031587,            0.013022,           0.0041012,             0.94912,                   1,               0.995,             0.71594,            0.018058,            0.013056,           0.0014829,           0.0067577,           0.0067577,           0.0067577
                 133,            0.022964,            0.012831,           0.0028796,             0.81836,                   1,               0.995,             0.69138,            0.021914,            0.013859,           0.0015573,            0.006733,            0.006733,            0.006733
                 134,            0.024064,            0.012274,           0.0033463,             0.94196,                   1,               0.995,             0.71154,            0.020791,            0.013916,           0.0014697,           0.0067082,           0.0067082,           0.0067082
                 135,            0.020774,            0.011569,           0.0033969,             0.95849,                   1,               0.995,              0.7024,            0.020717,            0.014807,             0.00144,           0.0066835,           0.0066835,           0.0066835
                 136,            0.025927,            0.012659,           0.0032388,             0.96256,                   1,               0.995,             0.65821,            0.018556,            0.014894,           0.0014297,           0.0066587,           0.0066587,           0.0066587
                 137,             0.02365,            0.011364,           0.0036611,             0.96401,                   1,               0.995,             0.68026,             0.02206,            0.015385,           0.0014288,            0.006634,            0.006634,            0.006634
                 138,            0.022614,            0.012327,           0.0032964,             0.95845,                   1,               0.995,             0.68105,              0.0203,             0.01619,           0.0014932,           0.0066092,           0.0066092,           0.0066092
                 139,            0.019441,            0.012746,           0.0023109,             0.94366,                   1,               0.995,              0.7024,            0.020777,             0.01725,           0.0013865,           0.0065845,           0.0065845,           0.0065845
                 140,            0.025385,            0.012816,           0.0039177,             0.94554,                   1,               0.995,             0.62647,            0.020684,            0.017578,           0.0014646,           0.0065598,           0.0065598,           0.0065598
                 141,            0.023417,            0.012555,            0.002577,             0.94905,                   1,               0.995,             0.66685,            0.020387,            0.017288,           0.0014314,            0.006535,            0.006535,            0.006535
                 142,            0.024232,            0.011733,           0.0029359,             0.95848,                   1,               0.995,             0.66897,            0.022536,            0.017676,            0.001349,           0.0065102,           0.0065102,           0.0065102
                 143,            0.022683,            0.011915,           0.0030066,             0.96333,                   1,               0.995,             0.68248,            0.020555,            0.016556,           0.0012903,           0.0064855,           0.0064855,           0.0064855
                 144,            0.027588,             0.01234,           0.0038901,             0.95944,                   1,               0.995,             0.68418,            0.020165,            0.016763,           0.0012932,           0.0064608,           0.0064608,           0.0064608
                 145,             0.02302,            0.011197,           0.0025229,             0.95297,                   1,               0.995,             0.70672,            0.018514,            0.017576,           0.0012546,            0.006436,            0.006436,            0.006436
                 146,            0.023829,            0.012722,           0.0027316,             0.96161,                   1,               0.995,             0.61906,            0.022657,             0.01827,           0.0011095,           0.0064112,           0.0064112,           0.0064112
                 147,            0.020508,            0.012068,           0.0023625,             0.96794,                   1,               0.995,             0.71117,            0.018882,            0.017662,          0.00093985,           0.0063865,           0.0063865,           0.0063865
                 148,            0.030917,            0.012559,           0.0033195,             0.97345,                   1,               0.995,             0.68885,             0.02069,            0.016953,          0.00096045,           0.0063618,           0.0063618,           0.0063618
                 149,            0.024142,            0.012587,            0.004524,             0.96303,                   1,               0.995,             0.67911,             0.01997,            0.017675,          0.00093699,            0.006337,            0.006337,            0.006337
                 150,            0.021482,            0.012124,           0.0027766,             0.96484,                   1,               0.995,             0.63048,            0.021652,            0.018191,          0.00099077,           0.0063122,           0.0063122,           0.0063122
                 151,            0.019279,            0.011272,           0.0026784,             0.96751,                   1,               0.995,             0.63286,            0.020163,            0.018364,           0.0010028,           0.0062875,           0.0062875,           0.0062875
                 152,            0.026728,            0.012048,           0.0027272,             0.91051,                   1,               0.995,             0.58475,            0.023987,            0.018386,           0.0010363,           0.0062628,           0.0062628,           0.0062628
                 153,            0.024026,            0.011889,           0.0042666,             0.96714,                   1,               0.995,             0.72626,            0.019444,            0.017905,           0.0011215,            0.006238,            0.006238,            0.006238
                 154,            0.019604,            0.010245,           0.0032731,             0.95583,                   1,               0.995,             0.69139,            0.019269,            0.018333,           0.0013058,           0.0062132,           0.0062132,           0.0062132
                 155,            0.019501,            0.010825,           0.0033734,             0.93495,                   1,               0.995,              0.6178,            0.021756,            0.018734,           0.0019873,           0.0061885,           0.0061885,           0.0061885
                 156,            0.024967,            0.011758,           0.0034175,             0.89956,                   1,               0.995,              0.7059,             0.01828,            0.018537,            0.003051,           0.0061637,           0.0061637,           0.0061637
